0.000000000000000000e+00 -9.912645498212389883e-02 -2.419367477717785514e-02 -2.025086487065680049e-02 5.886158446447388448e-03 2.084232632466295060e-02 7.120487079558245405e-03 4.056765709176855632e-03 3.418976610758610573e-03 -1.445086152900648354e-04
1.000000000000000056e-01 -2.548372928513737562e-02 1.365366246797110154e-02 -2.357200530595720753e-02 -5.888707634124246831e-02 -2.033005361051463955e-02 -6.706032245555420407e-03 -1.545116700994204721e-02 -7.958214827410419606e-03 -1.000103078094236563e-02
2.000000000000000111e-01 -1.573987685701003225e-01 1.758854395878139618e-02 8.708373680892576851e-03 -3.805675016829365709e-02 -2.673160607546787998e-03 -1.877704433224319444e-02 -1.465671467207745049e-02 -1.562956902427975470e-02 -1.505242706571693033e-02
3.000000000000000444e-01 -6.322014193127495352e-02 6.404937680402086886e-02 -4.240695240160853585e-02 -1.445581248911499347e-02 -1.644583209244249861e-02 -1.207378894871425842e-02 -2.513991535437499689e-02 -1.710263834603367381e-02 -1.963713644236922060e-02
4.000000000000000222e-01 -1.218006145942694962e-01 3.129243047087923446e-02 -8.803609965750268385e-02 -1.244224374302363781e-02 -1.851764613145207017e-02 -2.980969166506534582e-02 -2.280378883082887984e-02 -2.465239813648574529e-02 -2.069732699331188960e-02
5.000000000000000000e-01 -5.747952576521024592e-02 7.583810770452061034e-02 -3.595182020231312003e-02 -1.801350042377887831e-02 -2.467229289089283711e-02 -9.430307859126768610e-03 -2.382007635600426679e-02 -1.900705552831417899e-02 -2.079529403267427190e-02
6.000000000000000888e-01 4.573810027516331256e-02 -6.128651385821220349e-02 -7.568096094100819002e-03 -8.663983166103372477e-03 -2.572677849181505272e-03 -2.183252219561398685e-02 -1.708107699516834069e-02 -1.353481564472340179e-02 -1.558148276192508445e-02
7.000000000000000666e-01 1.306829979875082648e-01 -3.707016802160206792e-02 -6.193796046083582807e-02 -1.486923660909374514e-02 -1.390590725478479950e-02 -1.351860896189164760e-02 -1.303104478058103241e-02 -1.138342075680985263e-02 -1.126662625171125087e-02
8.000000000000000444e-01 2.842861844206447108e-02 -9.613107362476905338e-03 5.137830641352665595e-02 -2.307075687566796998e-02 -1.038600056261021823e-02 -2.910150513986076160e-03 -2.484623081577850418e-03 -1.762639219095468637e-03 -3.103872098575741027e-03
9.000000000000000222e-01 -1.786248884149271854e-02 7.069012495605346558e-02 6.909378801055091057e-03 2.238645410279325315e-02 7.142626351318128244e-04 1.565484166460220580e-02 6.165695792073070010e-03 3.817995533552194422e-03 4.002778680455833411e-03
1.000000000000000000e+00 7.851275679277087971e-02 2.556479562329089239e-02 6.209055439427555584e-02 1.500812245163794453e-02 2.787816297410495789e-02 2.079107655521664211e-02 1.577957810981445511e-02 1.353411464166029768e-02 1.566061524462628030e-02
